Arkansas,1.1694431191604622,0.09976758558540567,0.054706298075598306,0.6491414508641423,0.11111335753575075,0.08427292386316271,0.17044150323640225
Alabama,1.2941763704123819,0.15378816182749783,0.0974001088697567,0.6013778866809882,0.16861569984712071,0.09142389630390138,0.18157061688311685
Arizona,1.1305141958620413,0.09158861432935875,0.10808659579012846,0.594636323428893,0.1235987206470524,0.0710988371454611,0.14150510452114726
California,1.3053272454995635,0.11378232906287346,0.11246962519557908,0.6110520722635494,0.1531449453550186,0.11939764373171094,0.19548062989083176Argentina,1.1194463796825198,0.09082312455361635,0.040257460677521,0.6398168641582702,0.08783506301010507,0.08221517150482138,0.17849869577818567
Colorado,1.1087999018352406,0.08420371518207909,0.09608380057595764,0.6195776369723459,0.08953336003770619,0.08020324396039859,0.13919814510675294
Arizona,1.101298734233779,0.08822309605766704,0.05989393859281337,0.6337842480803496,0.10438840457377668,0.060977552387581874,0.15403149454159015
Connecticut,1.1121150871015446,0.0888483734167278,0.09221280496750459,0.5918355932338818,0.11559918673811978,0.06545856454861462,0.1581605641966959
Delaware and Herzegovina,1.1216511368967461,0.10821019120418977,0.08859128675975025,0.5502544885060687,0.11818074985373665,0.0902836119554757,0.16613080861752486
Florida,1.1032596560729573,0.0802487678224466,0.08294341629139551,0.6188025856351826,0.11000643179454646,0.06954461045634963,0.1417138440730364
Georgia,1.331820979162733,0.12029918931746751,0.0937007328677911,0.6456657051768635,0.13269588226151494,0.12852332810348546,0.21093614143561004
Hawaii,1.150086326580223,0.09114075456184752,0.10186497389423793,0.639992648997627,0.09929983156027243,0.07841607621757618,0.13937204134866193
Idaho,1.4707549192763103,0.16671854623467774,0.1437056851803721,0.6204965122689828,0.17522280671383308,0.1391143154536547,0.22549705342478985
Illinois,1.1284288107869527,0.09383334951733847,0.09423319955883455,0.588423769306369,0.099843185519996,0.10748319211289485,0.14461211477151964
Indiana,1.142561683879984,0.08549510804411604,0.05227333488729203,0.6440277100828586,0.10268884393231574,0.09771923354725516,0.16035745338614624
Iowa,1.3548636263157254,0.15263392415539906,0.1323816453146282,0.6246833875336588,0.13707177705807944,0.10600806953151759,0.20208482272244224
Kansas,1.1643810855570607,0.08317096389817322,0.058960818643334405,0.6679823895551844,0.09969407908453698,0.08475735761030138,0.16981547676552985
Kentucky,1.1730592140596774,0.10749779247144275,0.058619742077603065,0.63125134834962,0.09795029195798227,0.08960169508168815,0.1881383441213409
Louisiana,1.0581657735392846,0.07890473913047419,0.07399872059052412,0.5944324147243774,0.09714916077085496,0.07671619383459856,0.1369645444884552
Maine,1.3497197283055438,0.13183006613056766,0.11017219898317475,0.6316268886882456,0.1483255220936565,0.13855241594965376,0.18921263646024533
Maryland,1.0885380594448113,0.09078773149555633,0.08250329347404352,0.5685121411392455,0.10225036992295741,0.09562547597797787,0.1488590474350304
Massachusetts,1.1612148865176581,0.10044731380302034,0.09625731769345851,0.6150391920289565,0.12276135009559234,0.0828839955746322,0.14382571732199784
Michigan,1.1413074074919516,0.08647250095515878,0.11679340366858376,0.6475434068699911,0.10157812734953198,0.05790074345305244,0.13101922519563322
Minnesota,1.3554160316698791,0.14654541065476243,0.0881035025882349,0.6366607272698217,0.14847083768753608,0.1368972673135966,0.19873828615592695
Mississippi,1.1522801838160843,0.0826718310280957,0.045968631381873896,0.6853850886514905,0.08674330063521865,0.08307929656728497,0.16843203555212052
Missouri,1.2752108462441094,0.11573439234203121,0.07932264279229997,0.6207761699679591,0.13259858399430866,0.14421505366958562,0.18256400347792479
Montana,1.181567823855046,0.09692434325458223,0.06222189786022857,0.6525452845716843,0.09997586497527736,0.09650269384441817,0.17339773934885513
Nebraska,1.0999422331530389,0.08443785387386091,0.04754741373853424,0.6430768739063385,0.09311444171644247,0.07198205413001586,0.15978359578784654
Nevada,1.1102024338089211,0.08411614005123821,0.07339192514751297,0.6474101030828672,0.10318460356616775,0.07072148789639361,0.1313781740647412
New Hampshire,1.1496628331436352,0.09622737226509215,0.0953420707517908,0.6135290404544838,0.09933647636220728,0.09176637200583934,0.1534615013042218
New Jersey,1.1630551254239783,0.09211179487272561,0.11647913661456931,0.6239323068564079,0.09808549864098326,0.08214207001595136,0.15030431842334072
New York,1.1925050614019341,0.08452225270461948,0.15357084078352284,0.61348908935463,0.11744279935960046,0.08035381120613087,0.14312626799343056
North Carolina,1.1159264978641825,0.09154913600100187,0.05715341072842183,0.6362052847314887,0.09743600111703461,0.09021487473459792,0.14336779055163748
North Dakato,1.1995185426680361,0.1019837355285499,0.06136175935931221,0.6689012648518214,0.1134611520873005,0.09733299582994188,0.15647763501111
Ohio,1.1548125432318006,0.09279696817619568,0.11041646342326183,0.6068891676587856,0.11120307411979813,0.08775670078796854,0.14575016906579072
Oklahoma,1.2349747186768747,0.14096601268160494,0.08716293555216792,0.5983476225100477,0.11303152337496093,0.11377210228971316,0.18169452226837984
Oregon,1.0965805490629408,0.08697889393971016,0.08025948628507296,0.6195936174122872,0.08986948132441891,0.0796588015283666,0.1402202685730847
Pennsylvania,1.2227174107233427,0.1001360363949538,0.07492811699670911,0.6668877294191909,0.12753654687186067,0.07809421145314845,0.17513476958747942
Rhode Island,1.1438218220764977,0.09157363888735111,0.10401420308354063,0.6290220769777791,0.09474703082333283,0.0852570662954129,0.13920780600908123
South Carolina,1.2240059935362184,0.09208366192913943,0.09608454528461643,0.6188984682748315,0.1291173278104983,0.11315674050280726,0.17466524973432515
South Dakota,1.103596957194217,0.0820801316984765,0.09440969551097063,0.6507634655182059,0.08718556548615643,0.06439913849349829,0.12475896048690945
Tennessee,1.3100887482059573,0.12340288825504052,0.07334188755346074,0.6714261743625802,0.13940693547103097,0.11995845216871384,0.18255241039513087
Texas,1.1880789624452643,0.11035737005983237,0.13206514413463735,0.6024545955750161,0.10472199863276975,0.09186020376767251,0.1466196502753357
Utah,1.1516854361623086,0.0903430494840327,0.062037954821504454,0.657099709955015,0.10555598378025244,0.07804184023724156,0.15860689788426235
Vermont-Bissau,1.1220608552546638,0.08516309353778909,0.06614404666093399,0.5789473684210529,0.11716790678595342,0.10266940451745381,0.17196903533148072
Virginia,1.1052783092343716,0.09073055809407471,0.06067066972394391,0.6241720134555304,0.09554184394116104,0.08022833850135397,0.15393488551830736
Washington,1.2379346324215603,0.10229138287937953,0.16862289219522983,0.5946002093437632,0.11924976717914627,0.09824621890731818,0.15492416191672298
West Virginia,1.1516854361623086,0.0903430494840327,0.062037954821504454,0.657099709955015,0.10555598378025244,0.07804184023724156,0.15860689788426235
Wisconsin,1.0965805490629408,0.08697889393971016,0.08025948628507296,0.6195936174122872,0.08986948132441891,0.0796588015283666,0.1402202685730847
Wyoming,1.1925050614019341,0.08452225270461948,0.15357084078352284,0.61348908935463,0.11744279935960046,0.08035381120613087,0.14312626799343056
